year,Month,Day,Max at 7h (�F),Min at 7h  (�F),Max at 18h  (�F),Min at 18h  (�F),max temp,Min at 7h (�C),Max at 18h (�C),Min at 18h (�C)
1948,5,10,55,46.4,62,51.5,12.8,8,16.7,10.8
1948,5,11,52.4,47,53.7,48,11.3,8.3,12.1,8.9
1948,5,12,49,39,54,49,9.4,3.9,12.2,9.4
1948,5,13,54,50.2,59.7,54,12.2,10.1,15.4,12.2
1948,5,14,55.8,52.2,57.6,51,13.2,11.2,14.2,10.6
1948,5,15,57.5,50,62,57,14.2,10,16.7,13.9
1948,5,16,60,54.4,63.7,57,15.6,12.4,17.6,13.9
1948,5,17,64.5,50,70.8,64,18.1,10,21.6,17.8
1948,5,18,65,57,69,62,18.3,13.9,20.6,16.7
1948,5,19,63.9,56,68.7,61,17.7,13.3,20.4,16.1
1948,5,20,62.5,56,66,57,16.9,13.3,18.9,13.9
1948,5,21,56.4,51.2,61.8,54,13.6,10.7,16.6,12.2
1948,5,22,61,52,69.8,54.4,16.1,11.1,21,12.4
1948,5,23,54,46,52.6,43.1,12.2,7.8,11.4,6.2
1948,5,24,45.6,39.4,53,43.4,7.6,4.1,11.7,6.3
1948,5,25,49.6,40,54,46.4,9.8,4.4,12.2,8
1948,5,26,48.9,41.4,57,48,9.4,5.2,13.9,8.9
1948,5,27,54.7,40,59,52.2,12.6,4.4,15,11.2
1948,5,28,54.6,46.2,58,51.1,12.6,7.9,14.4,10.6
1948,5,29,51.9,46,59,51.4,11.1,7.8,15,10.8
1948,5,30,54,45,54.9,51.1,12.2,7.2,12.7,10.6
1948,5,31,51.6,44,58,51.1,10.9,6.7,14.4,10.6
1948,6,1,55.6,49,59.8,52,13.1,9.4,15.4,11.1
1948,6,2,53,47.4,55.9,49.1,11.7,8.6,13.3,9.5
1948,6,3,52,44.2,56,50.1,11.1,6.8,13.3,10.1
1948,6,4,53.5,46.2,56,51.1,11.9,7.9,13.3,10.6
1948,6,5,52.9,47.2,56,49.2,11.6,8.4,13.3,9.6
1948,6,6,51.5,48.4,56,50.4,10.8,9.1,13.3,10.2
1948,6,7,53.5,48.4,58.9,50.4,11.9,9.1,14.9,10.2
1948,6,8,55.7,50.2,64.8,54.4,13.2,10.1,18.2,12.4
1948,6,9,57.7,48.2,60,52.1,14.3,9,15.6,11.2
1948,6,10,55,50.4,59,54,12.8,10.2,15,12.2
1948,6,11,56.2,53.4,57.8,55,13.4,11.9,14.3,12.8
1948,6,12,55.8,53,57,55,13.2,11.7,13.9,12.8
1948,6,13,57.9,52.4,62,56,14.4,11.3,16.7,13.3
1948,6,14,56.5,52.4,60,56,13.6,11.3,15.6,13.3
1948,6,15,55.9,53.2,59,53.1,13.3,11.8,15,11.7
1948,6,16,55.5,48,58,52.2,13.1,8.9,14.4,11.2
1948,6,17,54.8,47.4,58.8,53.4,12.7,8.6,14.9,11.9
1948,6,18,53.9,52,58,53.2,12.2,11.1,14.4,11.8
1948,6,19,56.6,52,61.8,54,13.7,11.1,16.6,12.2
1948,6,20,54.8,48.2,59,53.2,12.7,9,15,11.8
1948,6,21,58,52,61,54.3,14.4,11.1,16.1,12.4
1948,6,22,55.5,52,59,54.2,13.1,11.1,15,12.3
1948,6,23,54,48.2,58,53,12.2,9,14.4,11.7
1948,6,24,59,52.4,65,56.9,15,11.3,18.3,13.8
1948,6,25,62.5,54.4,69.6,59.3,16.9,12.4,20.9,15.2
1948,6,26,59.8,55,64.8,55.4,15.4,12.8,18.2,13
1948,6,27,55,52.4,60,54.4,12.8,11.3,15.6,12.4
1948,6,28,55.6,51.2,59,54.2,13.1,10.7,15,12.3
1948,6,29,55,52.4,60.9,53.4,12.8,11.3,16.1,11.9
1948,6,30,53.9,49.4,60.8,53.4,12.2,9.7,16,11.9
1948,7,1,56.6,50.4,61,54.9,13.7,10.2,16.1,12.7
1948,7,2,56,53.2,59.8,55.3,13.3,11.8,15.4,12.9
1948,7,3,58.4,53.2,60.8,56.1,14.7,11.8,16,13.4
1948,7,4,59.6,54.2,64,55.4,15.3,12.3,17.8,13
1948,7,5,56.6,49.4,62,56.2,13.7,9.7,16.7,13.4
1948,7,6,57.8,54.2,64.9,56.4,14.3,12.3,18.3,13.6
1948,7,7,61.9,55,66.5,58.1,16.6,12.8,19.2,14.5
1948,7,8,57.7,53.2,64,55.4,14.3,11.8,17.8,13
1948,7,9,56.6,50.2,65,56.2,13.7,10.1,18.3,13.4
1948,7,10,58,53.4,63,57.4,14.4,11.9,17.2,14.1
1948,7,11,58.5,56.2,61,56.4,14.7,13.4,16.1,13.6
1948,7,12,58,52,60,55.5,14.4,11.1,15.6,13.1
1948,7,13,58.5,53.2,62.8,56.4,14.7,11.8,17.1,13.6
1948,7,14,56.6,51.2,60,54.4,13.7,10.7,15.6,12.4
1948,7,15,55.9,51.4,62,55.2,13.3,10.8,16.7,12.9
1948,7,16,56,51.4,61.8,56,13.3,10.8,16.6,13.3
1948,7,17,56.8,52,65,56,13.8,11.1,18.3,13.3
1948,7,18,60.5,54,62,58,15.8,12.2,16.7,14.4
1948,7,19,59.9,53.4,62,57.5,15.5,11.9,16.7,14.2
1948,7,20,59,54,61.8,57,15,12.2,16.6,13.9
1948,7,21,58,55.4,63.7,56.1,14.4,13,17.6,13.4
1948,7,22,58,52.2,63.8,56.1,14.4,11.2,17.7,13.4
1948,7,23,56.9,45.4,59.7,56,13.8,7.4,15.4,13.3
1948,7,24,57,54.4,60.6,56.3,13.9,12.4,15.9,13.5
1948,7,25,58,55.4,62,57.4,14.4,13,16.7,14.1
1948,7,26,60,57.2,65,59.4,15.6,14,18.3,15.2
1948,7,27,62,53.4,65.8,61.4,16.7,11.9,18.8,16.3
1948,7,28,69.8,59.2,76.5,69.4,21,15.1,24.7,20.8
1948,7,29,71.6,68.2,71,60,22,20.1,21.7,15.6
1948,7,30,62.6,59.2,68,62,17,15.1,20,16.7
1948,7,31,63,59.2,68,62.4,17.2,15.1,20,16.9
1948,8,1,63.8,60,67.8,61.3,17.7,15.6,19.9,16.3
1948,8,2,62,59,65,61.4,16.7,15,18.3,16.3
1948,8,3,62.8,59.2,67.8,61.3,17.1,15.1,19.9,16.3
1948,8,4,62.5,60,66.8,60.4,16.9,15.6,19.3,15.8
1948,8,5,63.6,59.2,66.8,61.3,17.6,15.1,19.3,16.3
1948,8,6,62,60,65,61.2,16.7,15.6,18.3,16.2
1948,8,7,63.8,56,66,56.4,17.7,13.3,18.9,13.6
1948,8,8,62,55.4,65,60.1,16.7,13,18.3,15.6
1948,8,9,61.6,55,62.9,56.1,16.4,12.8,17.2,13.4
1948,8,10,59,50,63.8,58.4,15,10,17.7,14.7
1948,8,11,60.6,57.4,66,59,15.9,14.1,18.9,15
1948,8,12,59,53.2,64,56.3,15,11.8,17.8,13.5
1948,8,13,59,52.4,67.6,58.4,15,11.3,19.8,14.7
1948,8,14,60.5,50.2,62.8,59.1,15.8,10.1,17.1,15.1
1948,8,15,60,56.4,64,56.1,15.6,13.6,17.8,13.4
1948,8,16,58.8,53.2,64.6,55.5,14.9,11.8,18.1,13.1
1948,8,17,57.2,52,64.6,55.4,14,11.1,18.1,13
1948,8,18,59,48.2,62,54.3,15,9,16.7,12.4
1948,8,19,54.9,48,60.8,54.2,12.7,8.9,16,12.3
1948,8,20,58.4,50,62,55.4,14.7,10,16.7,13
1948,8,21,59.8,55,65.6,55.1,15.4,12.8,18.7,12.8
1948,8,22,59,51.4,62.5,57.2,15,10.8,16.9,14
1948,8,23,58.5,53.2,63,57.2,14.7,11.8,17.2,14
1948,8,24,56.6,47,61,55.4,13.7,8.3,16.1,13
1948,8,25,61,56.4,62.6,56.4,16.1,13.6,17,13.6
1948,8,26,58.9,50,65.8,56.4,14.9,10,18.8,13.6
1948,8,27,56.9,48.4,60,55.2,13.8,9.1,15.6,12.9
1948,8,28,57,54.4,63,56.1,13.9,12.4,17.2,13.4
1948,8,29,59.9,56,62.7,57.1,15.5,13.3,17.1,13.9
1948,8,30,59,57,60,58.4,15,13.9,15.6,14.7
1948,8,31,58.8,57.2,62.5,56.2,14.9,14,16.9,13.4
1948,9,1,58,54.2,62.8,56.2,14.4,12.3,17.1,13.4
1948,9,2,60.5,54.4,61,56,15.8,12.4,16.1,13.3
1948,9,3,57,55,60,56,13.9,12.8,15.6,13.3
1948,9,4,56.5,52.2,62.7,54.4,13.6,11.2,17.1,12.4
1948,9,5,56.5,47.4,62.5,54.3,13.6,8.6,16.9,12.4
1948,9,6,55.9,50.2,62,54.4,13.3,10.1,16.7,12.4
1948,9,7,59.5,54.4,60.8,58,15.3,12.4,16,14.4
1948,9,8,59,55,62,54.4,15,12.8,16.7,12.4
1948,9,9,55,47,59,55,12.8,8.3,15,12.8
1948,9,10,58,56,61,54,14.4,13.3,16.1,12.2
1948,9,11,53.9,46.4,60,53,12.2,8,15.6,11.7
1948,9,12,55.8,52.2,60,51.4,13.2,11.2,15.6,10.8
1948,9,13,56,49,64,55.9,13.3,9.4,17.8,13.3
1948,9,14,58.9,50.4,62,55.4,14.9,10.2,16.7,13
1948,9,15,57.8,53.2,62,54,14.3,11.8,16.7,12.2
1948,9,16,53.9,47.2,61,52.4,12.2,8.4,16.1,11.3
1948,9,17,57,50,63.9,56.4,13.9,10,17.7,13.6
1948,9,18,58,53.4,64,57.4,14.4,11.9,17.8,14.1
1948,9,19,57.6,53.2,61,56.4,14.2,11.8,16.1,13.6
1948,9,20,58.5,52.2,61.8,52.9,14.7,11.2,16.6,11.6
1948,9,21,52,41.4,55,47.4,11.1,5.2,12.8,8.6
1948,9,22,52.5,44,61.8,52.1,11.4,6.7,16.6,11.2
1948,9,23,58,54,62.8,56,14.4,12.2,17.1,13.3
1948,9,24,55.9,49.2,61.9,53,13.3,9.6,16.6,11.7
1948,9,25,58.5,56,59.8,58,14.7,13.3,15.4,14.4
1948,9,26,59.9,57,61,59,15.5,13.9,16.1,15
1948,9,27,60,58.4,62.6,59,15.6,14.7,17,15
1948,9,28,59.9,57.2,62.8,56,15.5,14,17.1,13.3
1948,9,29,57.9,54,63,56.2,14.4,12.2,17.2,13.4
1948,9,30,56,52.2,60.8,54.4,13.3,11.2,16,12.4
1948,10,1,58.5,56.4,59.8,57.4,14.7,13.6,15.4,14.1
1948,10,2,58.5,57.4,59.8,57.4,14.7,14.1,15.4,14.1
1948,10,3,57,52.2,61,53.3,13.9,11.2,16.1,11.8
1948,10,4,53.5,46.2,60,50.4,11.9,7.9,15.6,10.2
1948,10,5,54,45,59.8,53.9,12.2,7.2,15.4,12.2
1948,10,6,56.9,55,58,55,13.8,12.8,14.4,12.8
1948,10,7,55.8,53,58,52.9,13.2,11.7,14.4,11.6
1948,10,8,57.5,56,59,57,14.2,13.3,15,13.9
1948,10,9,59,58.4,59.9,58,15,14.7,15.5,14.4
1948,10,10,58.8,57.2,65.6,57,14.9,14,18.7,13.9
1948,10,11,58.8,56.4,61.8,56,14.9,13.6,16.6,13.3
1948,10,12,56,50.2,59,53.2,13.3,10.1,15,11.8
1948,10,13,58.5,54.2,59,55,14.7,12.3,15,12.8
1948,10,14,55,47.4,57.8,49.9,12.8,8.6,14.3,9.9
1948,10,15,53.5,50,58.8,52,11.9,10,14.9,11.1
1948,10,16,56.5,50,58,50,13.6,10,14.4,10
1948,10,17,53.9,46,57,48.9,12.2,7.8,13.9,9.4
1948,10,18,47.6,44.4,49.8,43.4,8.7,6.9,9.9,6.3
1948,10,19,49.6,47.2,54,48.9,9.8,8.4,12.2,9.4
1948,10,20,49.6,46.2,55,48.1,9.8,7.9,12.8,8.9
1948,10,21,56.5,55,59.9,56,13.6,12.8,15.5,13.3
1948,10,22,58,53.2,60.9,50.4,14.4,11.8,16.1,10.2
1948,10,23,50,42.4,58,48.1,10,5.8,14.4,8.9
1948,10,24,55,50,57,54.4,12.8,10,13.9,12.4
1948,10,25,56,46,49,41.3,13.3,7.8,9.4,5.2
1948,10,26,41.6,35,48,38,5.3,1.7,8.9,3.3
1948,10,27,51,46.2,51.8,47,10.6,7.9,11,8.3
1948,10,28,46.8,43,48,42.9,8.2,6.1,8.9,6.1
1948,10,29,51,45,53,50.9,10.6,7.2,11.7,10.5
1948,10,30,52,45,53,44.4,11.1,7.2,11.7,6.9
1948,10,31,54.9,40,55.8,54,12.7,4.4,13.2,12.2
1948,11,1,55,53,59.6,53.9,12.8,11.7,15.3,12.2
1948,11,2,55,53.2,57.8,54.4,12.8,11.8,14.3,12.4
1948,11,3,56,52.2,57,53,13.3,11.2,13.9,11.7
1948,11,4,54.6,46,55,46.2,12.6,7.8,12.8,7.9
1948,11,5,46.8,43.4,51.8,43.4,8.2,6.3,11,6.3
1948,11,6,45,38.2,52.9,45,7.2,3.4,11.6,7.2
1948,11,7,50,44,50,45.2,10,6.7,10,7.3
1948,11,8,45.6,36.2,51.8,42,7.6,2.3,11,5.6
1948,11,9,52,44.2,53.8,51.4,11.1,6.8,12.1,10.8
1948,11,10,53.5,51.2,54.8,53,11.9,10.7,12.7,11.7
1948,11,11,55,53.2,56,54.4,12.8,11.8,13.3,12.4
1948,11,12,55,54,56,54.4,12.8,12.2,13.3,12.4
1948,11,13,55,54,56,54.4,12.8,12.2,13.3,12.4
1948,11,14,55,54.2,56,54.4,12.8,12.3,13.3,12.4
1948,11,15,55.5,51,53,46.4,13.1,10.6,11.7,8
1948,11,16,53.5,41.4,56,49.5,11.9,5.2,13.3,9.7
1948,11,17,51.5,47,56,51,10.8,8.3,13.3,10.6
1948,11,18,55.8,45.2,54.5,48.4,13.2,7.3,12.5,9.1
1948,11,19,55.5,48.4,55,47.2,13.1,9.1,12.8,8.4
1948,11,20,50,47,54.8,48.1,10,8.3,12.7,8.9
1948,11,21,52,48,53.9,49.4,11.1,8.9,12.2,9.7
1948,11,22,52,48,54,50.4,11.1,8.9,12.2,10.2
1948,11,23,53,50.2,54,51,11.7,10.1,12.2,10.6
1948,11,24,52.6,50,53,50.4,11.4,10,11.7,10.2
1948,11,25,53.5,50,54.8,52.2,11.9,10,12.7,11.2
1948,11,26,54.8,51,55.8,54.1,12.7,10.6,13.2,12.3
1948,11,27,54.8,53,54.8,53.1,12.7,11.7,12.7,11.7
1948,11,28,53,48.2,54.5,50,11.7,9,12.5,10
1948,11,29,53.6,51.2,54.5,51.2,12,10.7,12.5,10.7
1948,11,30,51.9,50,54,51.2,11.1,10,12.2,10.7
1948,12,1,52.8,50.4,54.9,51.3,11.6,10.2,12.7,10.7
1948,12,2,56.6,54.4,56.9,54.1,13.7,12.4,13.8,12.3
1948,12,3,55,52,55,49,12.8,11.1,12.8,9.4
1948,12,4,49.5,38.5,53.1,38.4,9.7,3.6,11.7,3.6
1948,12,5,53,52,53.9,46.2,11.7,11.1,12.2,7.9
1948,12,6,49.2,37.4,51.9,48.4,9.6,3,11.1,9.1
1948,12,7,51.6,46,53.1,46.4,10.9,7.8,11.7,8
1948,12,8,47.8,44.4,49.9,45.4,8.8,6.9,9.9,7.4
1948,12,9,46.9,39.1,51,40.4,8.3,3.9,10.6,4.7
1948,12,10,52,49.2,53.6,50.4,11.1,9.6,12,10.2
1948,12,11,52.7,50,53.6,46.2,11.5,10,12,7.9
1948,12,12,50.8,42,52.3,48.4,10.4,5.6,11.3,9.1
1948,12,13,53.6,46,54.8,50.1,12,7.8,12.7,10.1
1948,12,14,53.6,50.2,53.8,44.2,12,10.1,12.1,6.8
1948,12,15,44.5,40,48,41.3,6.9,4.4,8.9,5.2
1948,12,16,46,42.4,53.2,45.9,7.8,5.8,11.8,7.7
1948,12,17,51.6,48,53.2,50,10.9,8.9,11.8,10
1948,12,18,52,50.2,53.2,50,11.1,10.1,11.8,10
1948,12,19,51.6,47,48.3,39.2,10.9,8.3,9.1,4
1948,12,20,41.9,39.3,44.3,35.4,5.5,4.1,6.8,1.9
1948,12,21,46.5,35,46.2,43.1,8.1,1.7,7.9,6.2
1948,12,22,43.8,42.3,45.2,42.4,6.6,5.7,7.3,5.8
1948,12,23,44,43.4,45.9,43.4,6.7,6.3,7.7,6.3
1948,12,24,46.6,44.4,48,46.2,8.1,6.9,8.9,7.9
1948,12,25,50,47.5,51.3,49.2,10,8.6,10.7,9.6
1948,12,26,50.4,50,51.7,49.4,10.2,10,10.9,9.7
1948,12,27,50.8,44.2,49.7,41.1,10.4,6.8,9.8,5.1
1948,12,28,51.3,37.2,53.2,45.4,10.7,2.9,11.8,7.4
1948,12,29,45.6,39.4,47.3,40.2,7.6,4.1,8.5,4.6
1948,12,30,43,40.2,42.8,38,6.1,4.6,6,3.3
1948,12,31,38.5,36.4,47,38.1,3.6,2.4,8.3,3.4
1949,1,1,47,36.2,45,36.2,8.3,2.3,7.2,2.3
1949,1,2,43,39.2,43.3,37.4,6.1,4,6.3,3
1949,1,3,45.8,35.3,38.2,34.2,7.7,1.8,3.4,1.2
1949,1,4,49.6,43.2,52.1,45.8,9.8,6.2,11.2,7.7
1949,1,5,49,34.6,52.6,49,9.4,1.4,11.4,9.4
1949,1,6,52,51.3,53.6,51.1,11.1,10.7,12,10.6
1949,1,7,51.8,51,52.7,46.1,11,10.6,11.5,7.8
1949,1,8,46.6,42.2,47,42.2,8.1,5.7,8.3,5.7
1949,1,9,43,39.1,48.2,42.8,6.1,3.9,9,6
1949,1,10,45.6,44,49.3,45,7.6,6.7,9.6,7.2
1949,1,11,45.9,44,47.9,43.8,7.7,6.7,8.8,6.6
1949,1,12,44.5,41,49.8,43.4,6.9,5,9.9,6.3
1949,1,13,49.6,46.4,52.6,49.1,9.8,8,11.4,9.5
1949,1,14,52.3,50,55.2,52.1,11.3,10,12.9,11.2
1949,1,15,52.5,49.4,55.3,51.4,11.4,9.7,12.9,10.8
1949,1,16,53.5,48,55.1,47.4,11.9,8.9,12.8,8.6
1949,1,17,52,48.1,55.3,49,11.1,8.9,12.9,9.4
1949,1,18,51.9,45.2,53.6,50.4,11.1,7.3,12,10.2
1949,1,19,50.9,49.1,52.9,47.1,10.5,9.5,11.6,8.4
1949,1,20,46.2,40.2,49.2,44.1,7.9,4.6,9.6,6.7
1949,1,21,45.7,42.3,49,43.4,7.6,5.7,9.4,6.3
1949,1,22,50,42.1,51.8,49.4,10,5.6,11,9.7
1949,1,23,50.3,49,50.9,44.3,10.2,9.4,10.5,6.8
1949,1,24,45.4,36.1,45.3,36.4,7.4,2.3,7.4,2.4
1949,1,25,49.4,43.2,50.8,48.4,9.7,6.2,10.4,9.1
1949,1,26,50.8,49.1,51.9,50.1,10.4,9.5,11.1,10.1
1949,1,27,51.3,50,53,49.9,10.7,10,11.7,9.9
1949,1,28,51.9,50,53.2,49.9,11.1,10,11.8,9.9
1949,1,29,50.6,49.1,54.2,48,10.3,9.5,12.3,8.9
1949,1,30,48.3,39.1,48.6,40.4,9.1,3.9,9.2,4.7
1949,1,31,44.4,37.3,49.7,38,6.9,2.9,9.8,3.3
1949,2,1,45.5,42,49.4,45,7.5,5.6,9.7,7.2
1949,2,2,46.6,43.2,48.6,45.9,8.1,6.2,9.2,7.7
1949,2,3,48,43.2,48,44.4,8.9,6.2,8.9,6.9
1949,2,4,46.9,44,49.3,46.4,8.3,6.7,9.6,8
1949,2,5,47.8,46,50.2,47.4,8.8,7.8,10.1,8.6
1949,2,6,50,49.2,50.9,48.3,10,9.6,10.5,9.1
1949,2,7,50.5,47,52.6,45.8,10.3,8.3,11.4,7.7
1949,2,8,46,40,49.3,39.4,7.8,4.4,9.6,4.1
1949,2,9,48.4,39.5,46.2,39.4,9.1,4.2,7.9,4.1
1949,2,10,41.7,36,49.2,38.4,5.4,2.2,9.6,3.6
1949,2,11,47.8,40,51.9,41.4,8.8,4.4,11.1,5.2
1949,2,12,49.9,44.2,49.1,44.3,9.9,6.8,9.5,6.8
1949,2,13,50.3,43.1,54.3,50,10.2,6.2,12.4,10
1949,2,14,52,50,52.8,50.4,11.1,10,11.6,10.2
1949,2,15,50.9,49.2,52.6,49.9,10.5,9.6,11.4,9.9
1949,2,16,50.4,48.2,51.8,50,10.2,9,11,10
1949,2,17,51.2,48.2,51.6,49,10.7,9,10.9,9.4
1949,2,18,50.3,48.3,50.8,44.4,10.2,9.1,10.4,6.9
1949,2,19,49.9,42.8,52,49.4,9.9,6,11.1,9.7
1949,2,20,51.5,51,52,46.4,10.8,10.6,11.1,8
1949,2,21,50.1,44,51.7,43,10.1,6.7,10.9,6.1
1949,2,22,50.3,41,53.3,50,10.2,5,11.8,10
1949,2,23,52.9,52,53,48.9,11.6,11.1,11.7,9.4
1949,2,24,50.3,45.2,51.3,44.2,10.2,7.3,10.7,6.8
1949,2,25,44.6,37.2,51.6,42.3,7,2.9,10.9,5.7
1949,2,26,49.2,47.1,55,45.4,9.6,8.4,12.8,7.4
1949,2,27,46.2,43.1,48.8,41.4,7.9,6.2,9.3,5.2
1949,2,28,43,36.3,52.8,42.4,6.1,2.4,11.6,5.8
1949,3,1,48.5,44,51,41.4,9.2,6.7,10.6,5.2
1949,3,2,42.3,34.1,45.6,36.1,5.7,1.2,7.6,2.3
1949,3,3,37.2,32.2,47.8,36.1,2.9,0.1,8.8,2.3
1949,3,4,50.6,42.1,52.8,50.1,10.3,5.6,11.6,10.1
1949,3,5,50.8,49.1,55.1,47.4,10.4,9.5,12.8,8.6
1949,3,6,48.3,45,49.3,44.2,9.1,7.2,9.6,6.8
1949,3,7,46.6,44.4,54.3,45.8,8.1,6.9,12.4,7.7
1949,3,8,47.6,42.9,48.7,42.4,8.7,6.1,9.3,5.8
1949,3,9,43.6,34.9,38.7,35.3,6.4,1.6,3.7,1.8
1949,3,10,36.6,31.1,46.1,32.2,2.6,-0.5,7.8,0.1
1949,3,11,41.1,36.3,47.8,39.1,5.1,2.4,8.8,3.9
1949,3,12,48.4,44.9,52.6,46.9,9.1,7.2,11.4,8.3
1949,3,13,49.4,46.9,54.1,48.2,9.7,8.3,12.3,9
1949,3,14,52.8,48.4,55.4,45.2,11.6,9.1,13,7.3
1949,3,15,46,36.4,49.4,40.1,7.8,2.4,9.7,4.5
1949,3,16,50.3,45,54.9,49.4,10.2,7.2,12.7,9.7
1949,3,17,51.4,49,54.4,49.2,10.8,9.4,12.4,9.6
1949,3,18,49.8,43.2,51.4,45,9.9,6.2,10.8,7.2
1949,3,19,45.4,37.1,50.8,41.2,7.4,2.8,10.4,5.1
1949,3,20,47.9,43.2,54,47.4,8.8,6.2,12.2,8.6
1949,3,21,49.9,46.3,54,49.4,9.9,7.9,12.2,9.7
1949,3,22,51.4,49,57,50,10.8,9.4,13.9,10
1949,3,23,50.5,49,51.6,49,10.3,9.4,10.9,9.4
1949,3,24,49.8,48.3,54.8,47.3,9.9,9.1,12.7,8.5
1949,3,25,48.2,41,53.2,45.3,9,5,11.8,7.4
1949,3,26,48.9,40,51.8,45.3,9.4,4.4,11,7.4
1949,3,27,47.7,40,51.6,46.2,8.7,4.4,10.9,7.9
1949,3,28,47.5,45,47.8,45.4,8.6,7.2,8.8,7.4
1949,3,29,48.2,44.3,49.3,44.4,9,6.8,9.6,6.9
1949,3,30,48.9,44,49.4,45.3,9.4,6.7,9.7,7.4
1949,3,31,47.6,44,48.4,46.2,8.7,6.7,9.1,7.9
1949,4,1,48.4,46.4,50.4,47.8,9.1,8,10.2,8.8
1949,4,2,51.5,49,56,50,10.8,9.4,13.3,10
1949,4,3,52,49.1,54.6,51.4,11.1,9.5,12.6,10.8
1949,4,4,52.9,48.1,54.7,48.1,11.6,8.9,12.6,8.9
1949,4,5,50.6,45.3,53.7,48.4,10.3,7.4,12.1,9.1
1949,4,6,52.9,44.3,48.6,45.1,11.6,6.8,9.2,7.3
1949,4,7,48.2,38.1,47.1,41.4,9,3.4,8.4,5.2
1949,4,8,42.7,39.3,50.6,41.4,5.9,4.1,10.3,5.2
1949,4,9,46.9,35.3,50.8,46.4,8.3,1.8,10.4,8
1949,4,10,50.8,47,52.9,50.1,10.4,8.3,11.6,10.1
1949,4,11,52.4,49.3,54.7,52,11.3,9.6,12.6,11.1
1949,4,12,53.9,52.4,55.6,52.2,12.2,11.3,13.1,11.2
1949,4,13,52.9,51.2,57.4,51.8,11.6,10.7,14.1,11
1949,4,14,52.5,51,53.2,50.3,11.4,10.6,11.8,10.2
1949,4,15,51.9,50.1,52.7,50.1,11.1,10.1,11.5,10.1
1949,4,16,52,50.1,56.4,50,11.1,10.1,13.6,10
1949,4,17,52.6,49.1,54.7,51,11.4,9.5,12.6,10.6
1949,4,18,51.4,46.4,55.6,48.4,10.8,8,13.1,9.1
1949,4,19,53.1,45,60,51.4,11.7,7.2,15.6,10.8
1949,4,20,52.1,44.3,53.6,48,11.2,6.8,12,8.9
1949,4,21,50.3,45,52,44.2,10.2,7.2,11.1,6.8
1949,4,22,50.8,41.6,54.6,49.4,10.4,5.3,12.6,9.7
1949,4,23,53.5,49.3,54.9,51.2,11.9,9.6,12.7,10.7
1949,4,24,51.8,49,54,45.4,11,9.4,12.2,7.4
1949,4,25,46.9,39.3,52.6,45.4,8.3,4.1,11.4,7.4
1949,4,26,50.3,44.3,56.4,49.9,10.2,6.8,13.6,9.9
1949,4,27,56.4,51,65.4,54.9,13.6,10.6,18.6,12.7
1949,4,28,55.4,52,54.6,47.8,13,11.1,12.6,8.8
1949,4,29,48.6,41,53.4,46.9,9.2,5,11.9,8.3
1949,4,30,47.9,40,53.2,47.5,8.8,4.4,11.8,8.6
1949,5,1,53.2,43,59,52.8,11.8,6.1,15,11.6
1949,5,2,56.8,52,61.8,55.8,13.8,11.1,16.6,13.2
1949,5,3,57.4,47,56,47,14.1,8.3,13.3,8.3
1949,5,4,52.9,40.8,58.6,48,11.6,4.9,14.8,8.9
1949,5,5,49.3,42,54.1,46.8,9.6,5.6,12.3,8.2
1949,5,6,48.9,42,54,48.4,9.4,5.6,12.2,9.1
1949,5,7,52,45.1,54.2,44,11.1,7.3,12.3,6.7
1949,5,8,51.4,41,58.4,50.9,10.8,5,14.7,10.5
1949,5,9,57.1,49,56.7,47.2,13.9,9.4,13.7,8.4
1949,5,10,53.1,42,58.2,49,11.7,5.6,14.6,9.4
1949,5,11,54.5,45.2,60.7,54.1,12.5,7.3,15.9,12.3
1949,5,12,59.1,50.3,63.6,57.9,15.1,10.2,17.6,14.4
1949,5,13,58.2,46.2,63.4,52.1,14.6,7.9,17.4,11.2
1949,5,14,55.4,46.1,52.4,47.4,13,7.8,11.3,8.6
1949,5,15,50.3,44.1,57.1,48.8,10.2,6.7,13.9,9.3
1949,5,16,50.4,49,56.1,49.3,10.2,9.4,13.4,9.6
1949,5,17,52.2,49,56.6,51.3,11.2,9.4,13.7,10.7
1949,5,18,52.8,48.3,57.6,49.8,11.6,9.1,14.2,9.9
1949,5,19,51.9,41.3,58.3,50.4,11.1,5.2,14.6,10.2
1949,5,20,53.7,44.3,57.6,52.4,12.1,6.8,14.2,11.3
1949,5,21,55.1,53,56.4,52.8,12.8,11.7,13.6,11.6
1949,5,22,56.1,52,58.6,52.9,13.4,11.1,14.8,11.6
1949,5,23,55.6,51.1,58.6,53.3,13.1,10.6,14.8,11.8
1949,5,24,56.1,51.1,58.7,52.8,13.4,10.6,14.8,11.6
1949,5,25,53.4,45.3,56.7,46.4,11.9,7.4,13.7,8
1949,5,26,52.1,43.1,57.6,49.3,11.2,6.2,14.2,9.6
1949,5,27,53.1,49.1,53.7,49.3,11.7,9.5,12.1,9.6
1949,5,28,52.3,43.1,55.9,49.1,11.3,6.2,13.3,9.5
1949,5,29,51.9,45,55.2,48.4,11.1,7.2,12.9,9.1
1949,5,30,52.7,46.1,56.8,49.3,11.5,7.8,13.8,9.6
1949,5,31,50.5,46.8,56.2,48.4,10.3,8.2,13.4,9.1
1949,6,1,52.9,43.2,54.6,47.3,11.6,6.2,12.6,8.5
